num_exp,departamento,localidad,barrio,direccion,superficie,fecha_inic,fecha_fin,estado,lat,lng,avance_obra,clasificacion,criterio,tipo_vivienda,cant_dormitorios,observacion,id_familia,representante,cuit_org,nivel_riesgo,cluster,dias_activa
SIM-2025-1094,Banda,La Banda,Santa Rosa,Blv. J.J. Castelli N° 86,44,05-05-2025,,Iniciada,-27.725027,-64.255511,30,2a,Inclusion,Rural,1,,1094,"Aguirre, Thiago Benjamin",,medio,,407
SIM-2023-1095,Choya,Frías,Villa Jardín,Camino Formosa N° 9622,33,06-10-2025,30-01-2026,Finalizada,-28.686743,-65.121224,91,1a,Inclusion,Urbana,2,,1095,"Sosa, Maria Victoria",30-71782995-2,bajo,,116
SIM-2024-1096,Mitre,Bandera,Santa Rosa,Diag. 5 N° 5421,43,20-08-2025,07-02-2026,Finalizada,-29.246938,-62.273942,100,2a,Inclusion,Rural,2,,1096,"Caceres, Ciro",30-59804127-3,bajo,,171
SIM-2023-1097,Choya,Frías,Villa Jardín,Av. Misiones N° 96,54,29-01-2026,,Avanzada,-28.659299,-65.142185,39,5e,Exclusion,Rural,2,,1097,"Lopez, Mia Valentina",30-68902314-5,medio,,138
SIM-2024-1098,Robles,Fernández,Villa Jardín,Boulevard 1 N° 338,46,10-11-2025,,Iniciada,-27.971781,-63.864015,17,2a,Inclusion,Urbana,2,,1098,"Herrera, Thiago Benjamin",30-68902314-5,alto,,218
SIM-2024-1099,Rivadavia,Pinto,Sur,Calle Rivadavia N° 495,56,30-03-2026,,Avanzada,-29.174726,-61.916356,74,2a,Inclusion,Económica,2,,1099,"Alvarez, Lucía",30-71782995-2,bajo,,78
SIM-2024-1100,Rivadavia,Pinto,Centro,Calle Mitre N° 17,52,25-08-2025,23-05-2026,Finalizada,-29.170019,-61.91776,89,4b,Otro,Urbana,2,,1100,"Ponce, Lorenzo",,bajo,,271
SIM-2023-1101,Capital,Santiago del Estero,FONAVI,Calle 4 N° 185,46,22-06-2024,19-02-2025,Finalizada,-27.788906,-64.277883,80,1a,Inclusion,Urbana,2,,1101,"Ferreyra, Thiago Benjamin",,bajo,,242
SIM-2026-1102,Banda,La Banda,,Av. Mitre N° 1738,51,27-04-2026,,Iniciada,-27.753464,-64.220185,5,OT,Otro,Rural,3,,1102,"Soria, Thiago",30-71782995-2,bajo,,50
SIM-2026-1103,Capital,Santiago del Estero,Villa Luján,Calle Jujuy N° 67,56,06-11-2025,,Iniciada,-27.785424,-64.25449,3,1a,Inclusion,Urbana,2,,1103,"Ferreyra, Luca",30-68902314-5,alto,,222
SIM-2025-1104,Rivadavia,Pinto,Santa Rosa,Diag. Corrientes N° 79,47,21-09-2025,,Iniciada,-29.153006,-61.918274,20,2a,Inclusion,Urbana,2,,1104,"Silva, Juan Cruz",30-71782995-2,alto,,268
SIM-2026-1105,General Taboada,Añatuya,San Jorge,Calle Catamarca N° 408,41,31-07-2025,,Iniciada,-28.433451,-62.847266,3,2a,Inclusion,Urbana,2,,1105,"Ayala, Simon",30-68902314-5,alto,,320
SIM-2025-1106,Capital,Santiago del Estero,San Jorge,Avenida Mitre N° 4591,37,07-11-2025,,Avanzada,-27.787504,-64.26197,58,4b,Otro,Urbana,3,,1106,"Rodriguez, Pedro",30-68902314-5,medio,,221
SIM-2025-1107,Silípica,Clodomira,Sur,Av. Misiones N° 604,45,11-04-2025,10-11-2025,Adjudicada,-27.550807,-64.091239,100,1a,Inclusion,Rural,2,,1107,"Gomez, Salvador",30-59804127-3,bajo,,213
SIM-2024-1108,Banda,La Banda,Santa Rosa,Avenida 6 N° 3869,46,06-05-2025,19-01-2026,Finalizada,-27.751273,-64.267881,92,5b,Exclusion,Rural,2,,1108,"Gonzalez, Sebastian",,bajo,,258
SIM-2024-1109,Capital,Santiago del Estero,Rivadavia,Diagonal Jujuy N° 4814,44,04-05-2025,13-10-2025,Adjudicada,-27.77513,-64.252447,100,5a,Exclusion,Urbana,2,,1109,"Flores, Facundo",30-59804127-3,bajo,,162
SIM-2026-1110,Banda,La Banda,Centenario,Boulevard Ushuaia N° 41,50,21-05-2026,,Iniciada,-27.745607,-64.259659,32,2a,Inclusion,Urbana,2,,1110,"Quiroga, Francesca",30-71782995-2,bajo,,26
SIM-2026-1111,Capital,Santiago del Estero,,Diagonal Alem N° 95,55,24-12-2025,,Avanzada,-27.778552,-64.288823,44,4c,Otro,Urbana,2,,1111,"Soto, Camila",30-68902314-5,medio,,174
SIM-2026-1112,Pellegrini,Tintina,Los Aromos,Av. 9 N° 637,35,03-05-2026,,Iniciada,-27.023667,-62.690807,7,2b,Inclusion,Rural,2,,1112,"Ramos, Amparo",30-71782995-2,bajo,,44
SIM-2026-1113,Capital,Santiago del Estero,Autonomía,Avenida Corrientes N° 6395,48,21-05-2026,,Avanzada,-27.819585,-64.263681,78,2b,Inclusion,Urbana,1,,1113,"Gonzalez, Juan Cruz",30-71782995-2,bajo,,26
SIM-2023-1114,Banda,La Banda,FONAVI,Avenida Santa Fe N° 5410,42,06-06-2024,03-02-2025,Finalizada,-27.702666,-64.227291,100,2b,Inclusion,Rural,2,,1114,"Avila, Sol",,bajo,,242
SIM-2023-1115,Copo,Monte Quemado,Rivadavia,Avenida Jujuy N° 53,37,15-01-2025,22-08-2025,Adjudicada,-25.818475,-62.80886,100,1a,Inclusion,Rural,2,,1115,"Perez, Juan Gabriel",30-59804127-3,bajo,,219
SIM-2026-1116,Guasayán,El Charco,Belgrano,Calle San Martin N° 124,55,25-05-2026,,Avanzada,-28.034688,-65.028119,95,4b,Otro,Urbana,3,,1116,"Soto, Fausto",30-71782995-2,bajo,,22
SIM-2025-1117,Banda,La Banda,Catamarca,Calle 6 N° 8659,40,14-02-2025,,Iniciada,-27.722779,-64.242466,28,2a,Inclusion,Rural,2,,1117,"Sosa, Salvador",,alto,,487
SIM-2025-1118,Rivadavia,Pinto,Sur,Av. Saavedra N° 8518,45,15-02-2026,05-05-2026,Adjudicada,-29.159136,-61.88929,100,4b,Otro,Urbana,1,,1118,"Paz, Matias",30-59804127-3,bajo,,79
SIM-2026-1119,Robles,Fernández,Villa Hogar,Av. Santa Fe N° 2554,45,13-07-2025,15-11-2025,Adjudicada,-27.937689,-63.889981,100,4b,Otro,Urbana,3,,1119,"Maidana, Ian Benjamin",30-59804127-3,bajo,,125
SIM-2026-1120,Aguirre,Nueva Esperanza,Santa Rosa,Avenida 3 N° 503,37,15-06-2025,28-11-2025,Adjudicada,-27.690317,-62.409753,100,OT,Otro,Urbana,1,,1120,"Romero, Tobias",30-59804127-3,bajo,,166
SIM-2025-1121,Choya,Frías,Belgrano,Avenida Mitre N° 2643,31,05-01-2025,,Iniciada,-28.66876,-65.167372,25,2a,Inclusion,Económica,2,,1121,"Luna, Micaela",,alto,,527
SIM-2025-1122,Salavina,Los Telares,Palermo,Diagonal 5 N° 916,58,09-09-2025,26-04-2026,Finalizada,-29.245398,-63.532762,100,1a,Inclusion,Urbana,1,,1122,"Alvarez, Benjamin",30-59804127-3,bajo,,229
SIM-2024-1123,Capital,Santiago del Estero,25 de Mayo,Blv. Santa Cruz N° 38,47,24-08-2024,16-06-2025,Adjudicada,-27.804466,-64.2578,100,4b,Otro,Urbana,1,,1123,"Acosta, Tomas",,bajo,,296
SIM-2024-1124,Capital,Santiago del Estero,Rivadavia,Av. Salta N° 639,36,18-01-2025,,Iniciada,-27.792641,-64.262394,11,1a,Inclusion,Rural,3,,1124,"Garcia, Juan Cruz",30-68902314-5,alto,,514
SIM-2026-1125,Figueroa,Suncho Corral,Los Aromos,Diagonal Neuquén N° 1571,32,13-11-2025,,Iniciada,-28.531883,-63.41047,15,5e,Exclusion,Rural,2,,1125,"Suarez, Matias",30-71782995-2,alto,,215
SIM-2026-1126,Mitre,Bandera,Centro,Calle La Pampa N° 29,37,24-04-2026,,Avanzada,-29.292433,-62.273037,78,2b,Inclusion,Rural,2,,1126,"Suarez, Benjamin",,bajo,,53
SIM-2025-1127,Copo,Monte Quemado,,Calle La Rioja N° 822,59,22-03-2025,08-06-2025,Adjudicada,-25.790893,-62.844109,100,2a,Inclusion,Urbana,2,,1127,"Ramirez, Julia",,bajo,,78
SIM-2025-1128,Guasayán,El Charco,Los Ejidos,Av. 4 N° 12,51,24-10-2025,,Iniciada,-28.04257,-65.019174,8,2b,Inclusion,Urbana,2,,1128,"Acosta, Lautaro Gabriel",30-68902314-5,alto,,235
SIM-2025-1129,Atamisqui,Villa Atamisqui,Sur,Avenida Salta N° 761,38,21-04-2026,,Avanzada,-28.461094,-63.831151,88,5f,Otro,Urbana,3,,1129,"Martin, Dylan",30-71782995-2,bajo,,56
SIM-2026-1130,Banda,La Banda,Villa Luján,Diag. Córdoba N° 651,45,05-04-2026,,Iniciada,-27.733593,-64.224491,18,2a,Inclusion,Rural,2,,1130,"Nuñez, Emma",30-68902314-5,bajo,,72
SIM-2025-1131,Figueroa,Suncho Corral,Villa Hogar,Avenida 4 N° 25,43,02-08-2025,23-11-2025,Adjudicada,-28.586386,-63.457451,100,5a,Exclusion,Económica,2,,1131,"Barrios, Martina",30-59804127-3,bajo,,113
SIM-2025-1132,Robles,Fernández,La Reducción,Camino J.B. Alberdi N° 383,34,07-04-2025,,Iniciada,-27.928362,-63.851494,16,4b,Otro,Urbana,2,,1132,"Soria, Juana",30-71782995-2,alto,,435
SIM-2025-1133,Robles,Fernández,Centro,Blv. Salta N° 3224,60,07-07-2025,03-12-2025,Adjudicada,-27.917899,-63.860196,100,5b,Exclusion,Urbana,2,,1133,"Ruiz, Benjamin",30-59804127-3,bajo,,149
SIM-2025-1134,Banda,La Banda,San Jorge,Av. 5 N° 176,48,14-04-2026,,Avanzada,-27.742279,-64.231154,96,5c,Exclusion,Rural,3,,1134,"Molina, Fausto",30-71782995-2,bajo,,63
SIM-2025-1135,Moreno,Quimilí,Norte,Blv. Alem N° 77,47,04-07-2024,24-03-2025,Finalizada,-27.634481,-62.414779,81,1a,Inclusion,Rural,1,,1135,"Ruiz, Candela",,bajo,,263
SIM-2025-1136,Silípica,Clodomira,Los Aromos,Avenida J.J. Castelli N° 9751,45,28-04-2026,,Avanzada,-27.61658,-64.120723,75,2b,Inclusion,Urbana,3,,1136,"Gonzalez, Tomàs",30-71782995-2,bajo,,49
SIM-2024-1137,Choya,Frías,FONAVI,Avenida La Plata N° 38,39,25-10-2024,27-05-2025,Adjudicada,-28.652005,-65.100156,100,4b,Otro,Rural,2,,1137,"Gomez, Facundo",30-59804127-3,bajo,,214
SIM-2025-1138,Robles,Fernández,San Jorge,Camino Chaco N° 513,38,07-01-2026,,Avanzada,-27.934255,-63.851152,52,1a,Inclusion,Urbana,1,,1138,"Silva, Ian",30-68902314-5,medio,,160
SIM-2025-1139,Aguirre,Nueva Esperanza,,Avenida 6 N° 417,50,14-12-2025,,Iniciada,-27.661902,-62.420646,34,1a,Inclusion,Urbana,2,,1139,"Rodriguez, Ema",30-71782995-2,medio,,184
SIM-2026-1140,Banda,La Banda,Los Ejidos,Avenida Omar Nuñez N° 4585,40,27-04-2026,,Avanzada,-27.73126,-64.263267,61,1a,Inclusion,Urbana,2,,1140,"Franco, Maia",30-71782995-2,bajo,,50
SIM-2024-1141,Robles,Fernández,Palermo,Avenida Santa Rosa N° 627,47,12-09-2025,,Iniciada,-27.937932,-63.88839,16,4b,Otro,Urbana,1,,1141,"Toledo, Benjamin",30-68902314-5,alto,,277
SIM-2026-1142,Robles,Fernández,Sur,Diagonal Santa Fe N° 479,51,21-07-2025,10-12-2025,Adjudicada,-27.919472,-63.918968,100,2a,Inclusion,Rural,1,,1142,"Hernandez, Juan Martin",30-59804127-3,bajo,,142
SIM-2026-1143,Capital,Santiago del Estero,Palermo,Calle 7 N° 4548,47,21-10-2025,24-03-2026,Adjudicada,-27.790454,-64.236078,100,2a,Inclusion,Económica,2,,1143,"Flores, Lautaro Ezequiel",30-59804127-3,bajo,,154
SIM-2026-1144,Banda,La Banda,4 de Junio,Avenida Santiago del Estero N° 497,53,02-11-2025,10-03-2026,Adjudicada,-27.715176,-64.231602,100,1a,Inclusion,Rural,3,,1144,"Ruiz, Mia Valentina",30-59804127-3,bajo,,128
SIM-2026-1145,Guasayán,El Charco,Los Ejidos,Calle G. Brown N° 92,60,06-04-2026,,Iniciada,-28.054599,-65.024762,5,OT,Otro,Urbana,2,,1145,"Juarez, Maria Paz",,bajo,,71
SIM-2025-1146,Robles,Fernández,Villa Hogar,Av. Rivadavia N° 7858,35,12-06-2025,21-01-2026,Finalizada,-27.910997,-63.876673,100,2a,Inclusion,Urbana,2,,1146,"Mansilla, Bruno",30-59804127-3,bajo,,223
SIM-2023-1147,Capital,Santiago del Estero,Los Aromos,Diagonal 3 N° 608,45,27-08-2025,20-04-2026,Finalizada,-27.81819,-64.255731,100,5c,Exclusion,Rural,3,,1147,"Morales, Mateo Benjamin",30-59804127-3,bajo,,236
SIM-2025-1148,General Taboada,Añatuya,Villa Luján,Diagonal Ciudad Autónoma de Buenos Aires N° 85,55,11-12-2025,22-04-2026,Finalizada,-28.482054,-62.826462,100,5f,Otro,Urbana,2,,1148,"Garcia, Mia Valentina",30-59804127-3,bajo,,132
SIM-2023-1149,Guasayán,El Charco,Villa Luján,Camino Mendoza N° 924,43,08-08-2023,23-01-2024,Adjudicada,-28.051483,-65.043538,100,2a,Inclusion,Económica,2,,1149,"Castillo, Simon",,bajo,,168
SIM-2023-1150,Silípica,Clodomira,Palermo,Diag. G. Brown N° 42,41,13-09-2023,04-05-2024,Adjudicada,-27.585489,-64.139979,100,2a,Inclusion,Rural,2,,1150,"Sosa, Emiliano",,bajo,,234
SIM-2026-1151,General Taboada,Añatuya,Belgrano,Avenida Santa Rosa N° 29,43,15-02-2026,26-05-2026,Finalizada,-28.479598,-62.851592,100,3a,Inclusion,Urbana,2,,1151,"Gomez, Emiliano",30-59804127-3,bajo,,100
SIM-2026-1152,Capital,Santiago del Estero,Centro,Calle Ushuaia N° 786,58,19-01-2026,,Avanzada,-27.805091,-64.31373,64,2a,Inclusion,Urbana,2,,1152,"Cabrera, Benjamin",,medio,,148
SIM-2025-1153,Rivadavia,Pinto,La Reducción,Avenida 8 N° 458,44,21-06-2025,17-02-2026,Finalizada,-29.133402,-61.903773,100,OT,Otro,Urbana,2,,1153,"Ruiz, Lucía",30-59804127-3,bajo,,241
SIM-2025-1154,Guasayán,El Charco,Los Ejidos,Calle San Juan N° 7635,57,18-07-2025,,Avanzada,-28.08509,-64.992477,50,2a,Inclusion,Rural,2,,1154,"Miranda, Lola",30-71782995-2,medio,,333
SIM-2025-1155,Jiménez,Añatuya,Centenario,Av. Mar del Plata N° 534,45,28-07-2025,,Iniciada,-28.45718,-62.822576,20,4b,Otro,Urbana,2,,1155,"Romero, Zoe Jazmin",,alto,,323
SIM-2024-1156,Banda,La Banda,Los Ejidos,Av. Chilecito N° 539,45,19-06-2024,22-03-2025,Adjudicada,-27.759061,-64.247413,100,5g,Exclusion,Económica,2,,1156,"Lopez, Joaquín",30-71782995-2,bajo,,276
SIM-2026-1157,Banda,La Banda,San Jorge,Calle 3 N° 28,43,03-01-2026,12-04-2026,Finalizada,-27.743182,-64.243936,100,2b,Inclusion,Urbana,2,,1157,"Martinez, Sofía",30-59804127-3,bajo,,99
SIM-2025-1158,Capital,Santiago del Estero,Norte,Boulevard San Martin N° 9459,37,07-04-2025,,Iniciada,-27.796456,-64.260059,14,2a,Inclusion,Urbana,3,,1158,"Cordoba, Martina",30-68902314-5,alto,,435
SIM-2026-1159,Guasayán,El Charco,Los Aromos,Camino 1 N° 181,51,08-06-2026,,Iniciada,-28.076906,-65.046123,1,1a,Inclusion,Urbana,2,,1159,"Gomez, Luciano Benjamin",,bajo,,8
SIM-2026-1160,Copo,Monte Quemado,Centro,Avenida Santa Rosa N° 15,54,28-04-2024,02-02-2025,Finalizada,-25.837902,-62.810235,100,5f,Otro,Urbana,2,,1160,"Rios, Isabella",30-59804127-3,bajo,,280
SIM-2025-1161,Jiménez,Añatuya,Malvinas,Diagonal 8 N° 596,41,30-08-2025,03-04-2026,Adjudicada,-28.465439,-62.887856,100,4c,Otro,Rural,1,,1161,"Barrios, Antonio",30-59804127-3,bajo,,216
SIM-2026-1162,Choya,Frías,4 de Junio,Diagonal 1 N° 19,40,03-07-2025,22-01-2026,Finalizada,-28.649155,-65.155191,100,4c,Otro,Rural,2,,1162,"Suarez, Rosario",30-59804127-3,bajo,,203
SIM-2025-1163,Banda,La Banda,,Diagonal Salta N° 541,38,31-07-2025,,Iniciada,-27.707456,-64.228031,17,3a,Inclusion,Rural,2,,1163,"Martinez, Maia",30-68902314-5,alto,,320
SIM-2025-1164,Rivadavia,Pinto,Catamarca,Calle Malvinas Argentinas N° 5454,43,18-04-2026,,Avanzada,-29.181757,-61.902886,81,2b,Inclusion,Económica,2,,1164,"Flores, Santiago",30-71782995-2,bajo,,59
SIM-2025-1165,Jiménez,Añatuya,San Jorge,Diagonal 3 N° 391,48,31-03-2026,,Avanzada,-28.451068,-62.850636,89,2b,Inclusion,Urbana,2,,1165,"Olivera, Mateo",30-71782995-2,bajo,,77
SIM-2025-1166,Figueroa,Suncho Corral,FONAVI,Diag. 4 N° 242,44,27-08-2025,29-03-2026,Adjudicada,-28.523167,-63.428321,100,4a,Otro,Rural,2,,1166,"Mansilla, Tomàs",30-59804127-3,bajo,,214
SIM-2023-1167,Moreno,Quimilí,25 de Mayo,Camino 4 N° 45,52,22-09-2025,08-02-2026,Finalizada,-27.641297,-62.41942,85,4c,Otro,Rural,1,,1167,"Diaz, Simon",,bajo,,139
SIM-2023-1168,General Taboada,Añatuya,Villa del Parque,Avenida Santiago del Estero N° 135,44,23-07-2024,03-05-2025,Finalizada,-28.482292,-62.828186,93,2b,Inclusion,Urbana,1,,1168,"Villalba, Alma Mia",,bajo,,284
SIM-2026-1169,Pellegrini,Tintina,Centenario,Calle 2 N° 88,46,27-02-2026,,Iniciada,-27.043032,-62.740704,25,5a,Exclusion,Rural,1,,1169,"Soria, Thiago",30-71782995-2,alto,,109
SIM-2026-1170,Banda,La Banda,Catamarca,Calle San Luis N° 964,40,16-05-2026,,Iniciada,-27.736098,-64.230996,2,5f,Otro,Urbana,3,,1170,"Roldan, Tomàs",,bajo,,31
SIM-2025-1171,Guasayán,El Charco,Villa del Parque,Av. J.B. Alberdi N° 11,56,01-06-2025,03-10-2025,Adjudicada,-28.042025,-65.038782,100,4a,Otro,Rural,2,,1171,"Sosa, Milo",30-59804127-3,bajo,,124
SIM-2026-1172,Mitre,Bandera,4 de Junio,Diag. Formosa N° 988,47,17-05-2025,22-08-2025,Finalizada,-29.305457,-62.260174,100,5f,Otro,Urbana,2,,1172,"Gonzalez, Morena",30-59804127-3,bajo,,97
SIM-2026-1173,Banda,La Banda,Villa Jardín,Diagonal Entre Ríos N° 265,53,22-04-2026,,Avanzada,-27.74932,-64.232361,60,2b,Inclusion,Rural,1,,1173,"Herrera, Juan Pablo",30-71782995-2,bajo,,55
SIM-2025-1174,Choya,Frías,,Blv. Alem N° 138,30,06-05-2026,,Avanzada,-28.687903,-65.127951,93,2b,Inclusion,Rural,2,,1174,"Rodriguez, Pilar",30-71782995-2,bajo,,41
SIM-2025-1175,Atamisqui,Villa Atamisqui,Rivadavia,Diagonal Malvinas Argentinas N° 256,40,29-03-2026,,Avanzada,-28.498382,-63.791675,74,2b,Inclusion,Urbana,1,,1175,"Cardozo, Josefina",30-71782995-2,bajo,,79
SIM-2026-1176,Banda,La Banda,Santa Rosa,Camino Güemes N° 599,58,26-03-2026,,Avanzada,-27.75613,-64.243563,91,2a,Inclusion,Urbana,1,,1176,"Gomez, Alvaro",30-71782995-2,bajo,,82
SIM-2026-1177,Banda,La Banda,Autonomía,Av. 4 N° 2110,54,27-10-2025,28-04-2026,Finalizada,-27.76797,-64.258924,100,3a,Inclusion,Urbana,2,,1177,"Olivera, Isabella",30-59804127-3,bajo,,183
SIM-2025-1178,Copo,Monte Quemado,FONAVI,Calle Río Negro N° 8229,35,22-02-2026,14-05-2026,Finalizada,-25.766561,-62.832862,100,OT,Otro,Urbana,2,,1178,"Moreno, Sofia",30-59804127-3,bajo,,81
SIM-2025-1179,Ojo de Agua,Ojo de Agua,FONAVI,Avenida 1 N° 99,49,16-07-2025,,Iniciada,-29.471275,-63.6683,27,1a,Inclusion,Rural,3,,1179,"Acosta, Mateo",30-71782995-2,alto,,335
SIM-2024-1180,Pellegrini,Tintina,Villa del Parque,Calle J.M. de Rosas N° 858,43,02-10-2024,20-07-2025,Finalizada,-27.048623,-62.716883,87,1a,Inclusion,Urbana,2,,1180,"Garcia, Mia",30-68902314-5,bajo,,291
SIM-2025-1181,Silípica,Clodomira,San Jorge,Diagonal Resistencia N° 878,50,19-04-2026,,Avanzada,-27.565045,-64.106882,87,4a,Otro,Urbana,3,,1181,"Acosta, Juan Ignacio",30-71782995-2,bajo,,58
SIM-2023-1182,Capital,Santiago del Estero,Malvinas,Avenida Chubut N° 969,46,13-12-2024,29-06-2025,Finalizada,-27.814393,-64.236223,100,2b,Inclusion,Urbana,2,,1182,"Mansilla, Jazmin",,bajo,,198
SIM-2026-1183,Jiménez,Añatuya,Villa del Parque,Camino Posadas N° 24,36,28-03-2026,,Iniciada,-28.447633,-62.814602,30,3a,Inclusion,Rural,2,,1183,"Ojeda, Isabella",,bajo,,80
SIM-2025-1184,Mitre,Bandera,San Martín,Camino Alvear N° 927,33,13-01-2025,,Iniciada,-29.274645,-62.277566,13,2a,Inclusion,Rural,1,,1184,"Martinez, Antonella",,alto,,519
SIM-2023-1185,Silípica,Clodomira,Malvinas,Calle J.B. Alberdi N° 522,31,14-05-2026,,Avanzada,-27.564759,-64.087792,69,4b,Otro,Urbana,3,,1185,"Carrizo, Nicolas",30-71782995-2,bajo,,33
SIM-2025-1186,Banda,La Banda,Villa Luján,Av. Córdoba N° 392,45,29-04-2025,13-08-2025,Adjudicada,-27.735581,-64.22847,100,5d,Exclusion,Rural,3,,1186,"Flores, Lucas Benjamin",30-59804127-3,bajo,,106
SIM-2026-1187,Moreno,Quimilí,La Reducción,Diagonal Güemes N° 3384,46,13-02-2026,,Avanzada,-27.640036,-62.436386,54,2a,Inclusion,Urbana,1,,1187,"Sosa, Renata",30-68902314-5,medio,,123
SIM-2026-1188,Banda,La Banda,Norte,Avenida Santa Fe N° 784,52,05-09-2025,,Iniciada,-27.748622,-64.279419,15,1a,Inclusion,Económica,3,,1188,"Gonzalez, Lucas Benjamin",30-68902314-5,alto,,284
SIM-2024-1189,Moreno,Quimilí,La Reducción,Calle Ciudad Autónoma de Buenos Aires N° 67,46,13-09-2025,23-05-2026,Finalizada,-27.620749,-62.41207,93,1a,Inclusion,Urbana,2,,1189,"Pereyra, Benjamin",,bajo,,252
SIM-2025-1190,Banda,La Banda,La Reducción,Avenida Saavedra N° 67,50,12-04-2026,,Avanzada,-27.715662,-64.235962,69,2a,Inclusion,Urbana,2,,1190,"Gonzalez, Santino",30-71782995-2,bajo,,65
SIM-2025-1191,Jiménez,Añatuya,Los Ejidos,Av. 3 N° 167,46,30-12-2024,06-05-2025,Finalizada,-28.465355,-62.817384,100,2b,Inclusion,Urbana,1,,1191,"Torres, Jeremias",30-59804127-3,bajo,,127
SIM-2023-1192,Banda,La Banda,San Martín,Diagonal Corrientes N° 799,46,11-03-2025,18-06-2025,Adjudicada,-27.731507,-64.262861,100,1a,Inclusion,Rural,3,,1192,"Farias, Lucía",30-59804127-3,bajo,,99
SIM-2025-1193,Jiménez,Añatuya,Catamarca,Diag. Río Negro N° 2624,38,06-05-2026,,Avanzada,-28.474975,-62.852489,61,2a,Inclusion,Urbana,2,,1193,"Gomez, Agustin",30-71782995-2,bajo,,41
SIM-2026-1194,Banda,La Banda,Villa Luján,Avenida 4 N° 9237,53,20-04-2026,,Iniciada,-27.754192,-64.201754,33,4c,Otro,Económica,2,,1194,"Correa, Guadalupe",,bajo,,57
SIM-2025-1195,Copo,Monte Quemado,Villa Luján,Calle San Martin N° 5061,44,08-05-2026,,Avanzada,-25.765433,-62.853012,71,2a,Inclusion,Urbana,3,,1195,"Miranda, Thiago Benjamin",30-71782995-2,bajo,,39
SIM-2026-1196,Jiménez,Añatuya,,Camino Constitución N° 811,38,26-04-2026,,Iniciada,-28.483283,-62.853523,26,4c,Otro,Urbana,2,,1196,"Garcia, Benjamin",,bajo,,51
SIM-2026-1197,Ojo de Agua,Ojo de Agua,San Jorge,Boulevard J.M. de Rosas N° 88,51,07-11-2025,,Iniciada,-29.486687,-63.704132,18,1a,Inclusion,Rural,3,,1197,"Rojas, Samuel",30-68902314-5,alto,,221
SIM-2025-1198,Choya,Frías,San Martín,Av. 9 N° 26,34,26-05-2025,,Iniciada,-28.637126,-65.095535,4,2a,Inclusion,Urbana,2,,1198,"Diaz, Facundo",30-68902314-5,alto,,386
SIM-2025-1199,Banda,La Banda,Norte,Calle Mendoza N° 5927,37,10-02-2025,,Avanzada,-27.712334,-64.219364,60,2a,Inclusion,Urbana,3,,1199,"Rodriguez, Emilia",,medio,,491
SIM-2024-1200,Mitre,Bandera,4 de Junio,Calle San Ferando del Valle de Catamarca N° 23,42,14-04-2024,07-11-2024,Adjudicada,-29.255872,-62.261949,100,4c,Otro,Rural,2,,1200,"Gonzalez, Mateo Benjamin",30-71782995-2,bajo,,207
SIM-2025-1201,Banda,La Banda,Norte,Av. Pte. Perón N° 3295,58,14-04-2025,,Avanzada,-27.749831,-64.252944,42,4a,Otro,Urbana,3,,1201,"Martinez, Valentino",30-71782995-2,medio,,428
SIM-2025-1202,Moreno,Quimilí,Norte,Camino 5 N° 42,38,19-12-2025,,Iniciada,-27.637988,-62.398922,14,2a,Inclusion,Rural,2,,1202,"Lopez, Benjamin Alejandro",,alto,,179
SIM-2025-1203,Banda,La Banda,Centenario,Av. Saavedra N° 231,35,24-03-2025,,Iniciada,-27.749037,-64.220524,11,2a,Inclusion,Urbana,2,,1203,"Gutierrez, Santino",30-68902314-5,alto,,449
SIM-2026-1204,Capital,Santiago del Estero,Autonomía,Diagonal Belgrano N° 36,45,24-04-2025,21-11-2025,Adjudicada,-27.802474,-64.260388,100,2b,Inclusion,Urbana,1,,1204,"Peralta, Juan Manuel",30-59804127-3,bajo,,211
SIM-2025-1205,Salavina,Los Telares,Sur,Av. Rivadavia N° 94,49,02-05-2025,05-10-2025,Adjudicada,-29.224224,-63.512875,100,1a,Inclusion,Urbana,3,,1205,"Alvarez, Lucas",30-71782995-2,bajo,,156
SIM-2025-1206,Mitre,Bandera,Norte,Avenida San Luis N° 412,42,21-05-2025,14-08-2025,Adjudicada,-29.260777,-62.285744,100,2b,Inclusion,Económica,2,,1206,"Silva, Sofia",30-59804127-3,bajo,,85
SIM-2026-1207,Capital,Santiago del Estero,Catamarca,Av. San Juan N° 972,34,25-07-2025,03-04-2026,Finalizada,-27.773494,-64.244896,100,2a,Inclusion,Urbana,2,,1207,"Perez, Clara",30-59804127-3,bajo,,252
SIM-2025-1208,Choya,Frías,Norte,Avenida 5 N° 3039,44,08-04-2025,,Iniciada,-28.641673,-65.172608,23,2a,Inclusion,Rural,3,,1208,"Moyano, Jeremias",30-68902314-5,alto,,434
SIM-2023-1209,Silípica,Clodomira,Belgrano,Calle San Martin N° 3167,38,21-07-2025,,Iniciada,-27.53684,-64.150062,6,5c,Exclusion,Rural,1,,1209,"Avila, Ema",30-68902314-5,alto,,330
SIM-2025-1210,Banda,La Banda,4 de Junio,Calle Mar del Plata N° 9566,40,02-07-2024,15-02-2025,Finalizada,-27.721247,-64.26777,100,2b,Inclusion,Económica,2,,1210,"Quiroga, Juan Gabriel",30-59804127-3,bajo,,228
